courseLink,courseName,courseSubject,coursePrice,courseProvider,Purchase,Enquiry
https://www.reed.co.uk/courses/design-patterns-in-java/264604#/courses/writing?pageno=143,Design Patterns in Java,IT_Coding_Java,1794,StayAhead Training,0,0
https://www.reed.co.uk/courses/coreldraw03--advanced-concepts-training-online/256117#/courses/writing?pageno=99,CorelDRAW:03 – Advanced Concepts Training Online,Design,99,EduCBA,0,0
https://www.reed.co.uk/courses/cfa-i-201906--portfolio-management-training-course/258982#/courses/writing?pageno=140,CFA I 2019:06 – Portfolio Management Training Course,Finance,99,EduCBA,0,0
https://www.reed.co.uk/courses/copywriting-tutorials/253601#/courses/writing?pageno=53,Copywriting Tutorials,Business,99,EduCBA,1,0
https://www.reed.co.uk/courses/certified-microsoft-sql-server-training-online-courses/257147#/courses/writing?pageno=67,Certified Microsoft SQL Server Training Online Courses,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/valuation-project--9--infosys-online-training-course/261121#/courses/writing?pageno=44,Valuation Project # 9 – Infosys Online Training Course,Finance,189,EduCBA,0,0
https://www.reed.co.uk/courses/java-web-services/238407#/courses/writing?pageno=130,Java Web Services,IT_Coding_Java,2154,StayAhead Training,0,0
https://www.reed.co.uk/courses/prince2-foundation-online/245853#/courses/writing?pageno=133,PRINCE2&#174; Foundation Online,Project management,259,Global Edulink,0,13
https://www.reed.co.uk/courses/sql-server-2016-database-reporting-video/195307#/courses/writing?pageno=39,SQL Server 2016 Database Reporting [Video],IT_Database,105.06,Packt Publishing,0,0
https://www.reed.co.uk/courses/analysing-statistics-with-excel/229847#/courses/writing?pageno=86,Analysing Statistics with Excel,Maths_Statistics,748.8,BPP Professional Education,0,2
https://www.reed.co.uk/courses/how-to-map-a-process--lean-six-sigma-webinar/188960#/courses/writing?pageno=129, How to Map a Process – Lean Six Sigma Webinar,Project management_Six Sigma,608.4,PMI,0,0
https://www.reed.co.uk/courses/admin-secretarial-pa/247003#/courses/writing?pageno=37,"Admin, Secretarial &amp; PA","Admin, secretarial &amp; PA",10,CPD Courses,178,0
https://www.reed.co.uk/courses/linux-fundamentals/238786#/courses/writing?pageno=43,Linux Fundamentals,IT_Database,2130,StayAhead Training,0,1
https://www.reed.co.uk/courses/html-css/237116#/courses/writing?pageno=107,HTML &amp; CSS,IT_Coding,582,JELLYFISH,0,8
https://www.reed.co.uk/courses/health-care-introduction-to-psychotherapy/206688#/courses/writing?pageno=76,Health &amp; Care: Introduction to Psychotherapy,Health &amp; care_Care_Psychology,19,OfCourse,3,0
https://www.reed.co.uk/courses/online-how-to-write-a-risk-assessment-course/107572#/courses/writing?pageno=16,Online How to Write a Risk Assessment Course,Health and safety_Risk assessment,19,Blue Mountain,11,0
https://www.reed.co.uk/courses/public-relations-course-level-2/98169#/courses/writing?pageno=165,Public Relations Course Level 2,Business_Public administration,19,Oxford Home Study College,0,0
https://www.reed.co.uk/courses/120-hour-tefl-advanced-course/56972#/courses/writing?pageno=27,120 Hour TEFL Advanced Course,Teaching,69,Global TEFL,12,0
https://www.reed.co.uk/courses/supervising-others-online-training-course-certification--cpd-accredited/225370#/courses/writing?pageno=168,Supervising Others - Online Training Course &amp; Certification – CPD Accredited,Job search skills_Career development,10,Mandatory Compliance,10,0
https://www.reed.co.uk/courses/crt05--email-etiquette/261236#/courses/writing?pageno=85,CRT:05 – Email Etiquette,Business,99,EduCBA,0,0
https://www.reed.co.uk/courses/construction-management/192719#/courses/writing?pageno=106,Construction Management,Construction_Construction management,10,Staff Training Solutions,93,0
https://www.reed.co.uk/courses/learn-the-basics-of-python-for-arcgis-course/260471#/courses/writing?pageno=102,Learn the basics of Python for ArcGIS course,IT_Coding_Python,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/dreamweaver-cs5-essentials/205926#/courses/writing?pageno=83,Dreamweaver CS5: Essentials  ,IT_Development,39,Study365,1,0
https://www.reed.co.uk/courses/machine-learning--apache-storm-learn-by-example/199529#/courses/writing?pageno=153,Machine Learning – Apache Storm: Learn by Example,IT,39,Learning 247,0,0
https://www.reed.co.uk/courses/drafting-legal-documents/230028#/courses/writing?pageno=21,Drafting Legal Documents,Law,330,BPP Professional Education,0,6
https://www.reed.co.uk/courses/copywriting-for-beginners-part-1-of-3-seven-vital-questions/260490#/courses/writing?pageno=32,Copywriting for Beginners Part 1 of 3: Seven Vital Questions,Marketing,10,Simpliv LLC,1,0
https://www.reed.co.uk/courses/valuation-project--13--shopper-stop-online-training/255449#/courses/writing?pageno=72,Valuation Project # 13 – Shopper Stop Online Training,Finance,189,EduCBA,0,0
https://www.reed.co.uk/courses/administering-buccal-midazolam-during-a-seizure-company-training/219022#/courses/writing?pageno=136,ADMINISTERING BUCCAL MIDAZOLAM DURING A SEIZURE - Company Training,Health &amp; care_Medicine,660,The Medication Training Company,0,0
https://www.reed.co.uk/courses/level-2-certificate-in-call-centre-success/220838#/courses/writing?pageno=159,Level 2 Certificate in Call Centre Success,Business_Customer service,29,Infinity Learning,1,0
https://www.reed.co.uk/courses/cfa-i-201910--alternative-investments-online-training/255738#/courses/writing?pageno=100,CFA I 2019:10 – Alternative Investments Online Training,Finance,99,EduCBA,0,0
https://www.reed.co.uk/courses/hospitality-management-level-3/192741#/courses/writing?pageno=152,Hospitality Management Level 3,Hospitality &amp; catering,44,Staff Training Solutions,5,0
https://www.reed.co.uk/courses/project-management-level-1-certificate/192795#/courses/writing?pageno=152,Project Management Level 1 Certificate,Project management,11,Staff Training Solutions,39,0
https://www.reed.co.uk/courses/legal-secretary-diploma-level-3-online-training-course/211007#/courses/writing?pageno=148,Legal Secretary Diploma (Level 3) Online Training Course,Law_Legal secretary,39,Learning 247,14,0
https://www.reed.co.uk/courses/business-networking/264416#/courses/writing?pageno=143,Business Networking,Business_Business development,960,Inovra Group Ltd,0,0
https://www.reed.co.uk/courses/office-admin-and-reception-skills/210657#/courses/writing?pageno=22,Office Admin and Reception Skills,"Admin, secretarial &amp; PA",10,1 Training,404,0
https://www.reed.co.uk/courses/level-3-certificate-in-personal-training-rqf/249547#/courses/writing?pageno=117,Level 3 Certificate In Personal Training (RQF),Fitness_Fitness instructor,500,World Pro Academy,0,0
https://www.reed.co.uk/courses/teaching-in-china-tips-for-teaching-kindergarten-level/261324#/courses/writing?pageno=49,Teaching In China: Tips For Teaching Kindergarten Level,Teaching,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/sql-for-postgresql/238823#/courses/writing?pageno=169,SQL for PostgreSQL,IT,1380,StayAhead Training,0,0
https://www.reed.co.uk/courses/html-and-html5-online-course/245280#/courses/writing?pageno=170,HTML and HTML5 Online Course ,IT_Coding_HTML,14,EduCBA,1,0
https://www.reed.co.uk/courses/lower-intermediate-pre-ielts/261696#/courses/writing?pageno=102,Lower Intermediate PRE-IELTS,English,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/javascript-promises-essentials/198935#/courses/writing?pageno=25,JavaScript Promises Essentials,IT_Coding_JavaScript,10.78,Packt Publishing,1,0
https://www.reed.co.uk/courses/solaris-shell-programming/238788#/courses/writing?pageno=27,Solaris Shell Programming,IT,1020,StayAhead Training,0,0
https://www.reed.co.uk/courses/etl-with-sql-server-integration-services-ssis/226188#/courses/writing?pageno=74,ETL with SQL Server Integration Services (SSIS),Business_Data analysis,1782,Pairview Training,0,0
https://www.reed.co.uk/courses/oracle-sql-in-house-training/238424#/courses/writing?pageno=151,Oracle SQL - In-house Training,IT,,StayAhead Training,0,1
https://www.reed.co.uk/courses/cisco-ccna-r-s-200-125-ios-administration-labs/261583#/courses/writing?pageno=166,Cisco CCNA R/S 200-125 iOS Administration Labs,IT_Networking,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/event-management-entry-level/230765#/courses/writing?pageno=180,Event Management Entry Level ,Management_Event management,10,Staff Training Solutions,4,0
https://www.reed.co.uk/courses/minute-taking/218973#/courses/writing?pageno=23,Minute Taking,"Admin, secretarial &amp; PA_Minute taking",235.2,Activia Training,0,97
https://www.reed.co.uk/courses/certificate-in-learn-keyboarding-skills-online-course/191111#/courses/writing?pageno=106,Certificate in Learn Keyboarding Skills Online Course,"Admin, secretarial &amp; PA_Office skills",299,Courses for Success,0,0
https://www.reed.co.uk/courses/python-programming-from-zero/237000#/courses/writing?pageno=90,Python Programming from Zero,IT_Coding_Python,10,EduCBA,1,0
https://www.reed.co.uk/courses/scrivener-2-simplified/227392#/courses/writing?pageno=18,Scrivener 2 Simplified,Media studies_Creative writing,157,Skill Success,1,0
https://www.reed.co.uk/courses/diploma-in-public-relations-and-communication-level-3/246745#/courses/writing?pageno=21,Diploma in Public Relations and Communication - Level 3,Personal development_Communication,49,Study365,0,0
https://www.reed.co.uk/courses/search-engine-optimization-made-easy-beginner-to-pro-seo/254649#/courses/writing?pageno=85,Search Engine Optimization Made Easy: Beginner To Pro SEO,IT_Development_Web development,157,Skill Success,0,0
https://www.reed.co.uk/courses/the-ultimate-python-programming-from-beginner-to-expert/236699#/courses/writing?pageno=59,The Ultimate Python Programming - From Beginner to Expert,IT,14,EduCBA,9,0
https://www.reed.co.uk/courses/how-to-become-a-standout-writer/190090#/courses/writing?pageno=18,How To Become A Standout Writer,English_Creative writing,157,Skill Success,7,0
https://www.reed.co.uk/courses/certhe-business-and-management/31227#/courses/writing?pageno=120,CertHE Business and Management,Business,,University of Essex Online,0,315
https://www.reed.co.uk/courses/diploma-in-organisational-administration-level-3/251085#/courses/writing?pageno=110, Diploma in Organisational Administration - Level 3,"Admin, secretarial &amp; PA",10,1 Training,1,0
https://www.reed.co.uk/courses/managing-grievances/246162#/courses/writing?pageno=94,Managing Grievances,Management_Leadership &amp; management,,AHR Consultants,0,0
https://www.reed.co.uk/courses/technical-writing--reports-level-2/195356#/courses/writing?pageno=4,Technical Writing – Reports - Level 2,English_Creative writing,12,Global Edulink,6,0
https://www.reed.co.uk/courses/diploma-in-business-management-level-3/237173#/courses/writing?pageno=172,Diploma in Business Management - Level 3 ,Business_Business development,29,Global Edulink,1,0
https://www.reed.co.uk/courses/how-to-pass-a-coding-interview/251261#/courses/writing?pageno=96,How To Pass A Coding Interview,Management_Leadership &amp; management,157,Skill Success,0,0
https://www.reed.co.uk/courses/modern-javascript-applications/198447#/courses/writing?pageno=92,Modern JavaScript Applications,IT_Coding_JavaScript,33.58,Packt Publishing,0,0
https://www.reed.co.uk/courses/microsoft-powerpoint-2010-advanced/221578#/courses/writing?pageno=161,Microsoft PowerPoint 2010 Advanced ,Office skills_Microsoft Office_Microsoft PowerPoint,12,Infinity Learning,1,0
https://www.reed.co.uk/courses/credit-modeling-project--8--wonderla-training-course/259131#/courses/writing?pageno=67,Credit Modeling Project # 8 – Wonderla Training  Course,Finance,189,EduCBA,0,0
https://www.reed.co.uk/courses/learn-pascal-programming-from-scratch-online-training-course/249487#/courses/writing?pageno=66,Learn pascal programming from scratch online training course,IT_Development,57,Courses Distance Learning,0,0
https://www.reed.co.uk/courses/persuasive-copywriting/218267#/courses/writing?pageno=22,Persuasive copywriting,Business_Business development,563,Centre for Strategy and Communication Ltd,0,3
https://www.reed.co.uk/courses/safeguarding-vulnerable-adults-training-level-3-online-cpd-certified-course/200196#/courses/writing?pageno=132,SAFEGUARDING VULNERABLE ADULTS TRAINING LEVEL 3 ONLINE| CPD CERTIFIED COURSE ,Health &amp; care_Care,34.99,Ad Vitam Learning,42,0
https://www.reed.co.uk/courses/credit-modeling-project--3--dabur-training-course/259118#/courses/writing?pageno=72,Credit Modeling Project # 3 – Dabur Training Course,Finance,189,EduCBA,0,0
https://www.reed.co.uk/courses/certificate-in-intermediate-microsoft-word-2007-online-course/190516#/courses/writing?pageno=106,Certificate in Intermediate Microsoft Word 2007 Online Course,"Admin, secretarial &amp; PA_Microsoft Office_Microsoft Word",299,Courses for Success,0,0
https://www.reed.co.uk/courses/accounting-management-level-2/229219#/courses/writing?pageno=166,Accounting Management Level 2,Accountancy_Accounting,23,Staff Training Solutions,1,0
https://www.reed.co.uk/courses/excel-vba-introduction-1-day-leading-to-cpd-certificate-nottingham/228269#/courses/writing?pageno=123,Excel VBA Introduction (1 Day) leading to CPD Certificate - Nottingham,IT_Coding,248,Infero Training Ltd,0,0
https://www.reed.co.uk/courses/how-to-write-a-great-childrens-book/260372#/courses/writing,How to Write a Great Children&#39;s Book,English_Writing,10,Simpliv LLC,1,0
https://www.reed.co.uk/courses/social-media-marketing-diploma-course/67705#/courses/writing?pageno=34,Social Media Marketing Diploma Course,Marketing,49,Centre of Excellence,128,0
https://www.reed.co.uk/courses/scrum-product-owner-training/244273#/courses/writing?pageno=171,Scrum Product Owner Training,Management_Product management,300,Stone River eLearning,4,0
https://www.reed.co.uk/courses/business-writing-skills/214537#/courses/writing?pageno=9,Business Writing Skills,"Admin, secretarial &amp; PA",295,Taylor Mason,0,7
https://www.reed.co.uk/courses/php-programming/197330#/courses/writing?pageno=44,PHP Programming,IT_Development_Web development,29,Skill Success,5,0
https://www.reed.co.uk/courses/secretary-pa-training/56359#/courses/writing?pageno=88,Secretary/PA Training ,"Admin, secretarial &amp; PA",599,Taylor Mason,0,89
